id,author,title,venue,address,publisher,editor,date,volume,pages
161,"richard c. yee, sharad saxena, paul e. utgoff, and andrew c. barto.",explaining temporal-differences to create useful concepts for evaluating states.,"in proceedings of aaai-90,",,,,1990.,,
162,p. e. utgoff.,improved training via incremental learning.,"in sixth international workshop on machine learning,",,,,1989.,,"pages 362-365,"
163,"p. e. utgoff,","improved training via incremental learning,","proceedings of the sixth international workshop on machine learning,",,"(morgan kaufmann,",,1989,,pgs. 62 - 65.
164,"utgoff, p. e.",improved training via incremental learning.,in proceedings of the sixth international workshop on machine learning,"ithaca, ny:",morgan kaufmann.,,(1989a).,,(pp.  362-365
165,"utgoff, p. e.",improved training via incremental learning.,proceedings of the sixth international workshop on machine learning.,"ithaca, ny:",morgan kaufmann.,,(1989a).,,
166,"utgoff, paul e.","improved training via incremental learning,","proc. of the 6th int'l workshop on machine learning,",,,,(1989).,,62-65.
167,paul e. utgoff.,improved training via incremental learning.,"in sixth international workshop on machine learning,",,,,1989.,,"pages 362-365,"
168,"tom m. mitchell, paul e. utgoff, and ranan banerji.",learning by experimentation: acquiring and refining problem-solving heuristics.,,,,in michalski et al.,,"[30],",pages 163 - 190.
169,tom m. mitchaell and paul e. utgoff.,learning by experimentation: acquiring and refining problem-solving heuristics.,in shavlik and dietterich,,,,,"[17],",pages 510-522.
170,"knoop, j. and steffen, b.,","the interprocedural coincidence theorem,","in proceedings of the fourth international conference on compiler construction,","new york, ny","pfahler,springer-verlag,",u. kastens and p. ed.,,"vol. 641,",pp.  125-140
171,"knoop, j. and steffen, b.,","the interprocedural coincidence theorem,","in proceedings of the fourth international conference on compiler construction,","new york, ny","springer-verlag,","u. kastens and p. pfahler, ed.",,"vol. 641,",pp. 125-140
172,"knoop, j. and steffen, b.,","the interprocedural coincidence theorem,","in proc. of the fourth int. conf. on comp. construct.,","new york, ny","pfahler,springer-verlag,",u. kastens and p. ed.,,"vol. 641,","5-7,"
173,"knoop, j. and steffen, b.,","the interprocedural coincidence theorem,","in proceedings of the fourth international conference on compiler construction,","s pringer-verlag, new york, ny","pfahler,",u. kastens and p. ed.,,"vol. 641,",pp.125-140
174,j. knoop and b. steffen.,the interprocedural coincidence theorem.,"proceedings of the fourth international conference on compiler construction, lecture notes in computer science",,"springer verlag,","in u. kastens and p. pfahler, editors,",,"vol. 641,",pages 125-140.
175,j. knoop and b. steffen.,the interprocedural coincidence theorem.,"in proceedings of the fourth international conference on compiler construction,","new york, ny,","springer-verlag,","u. kastens and p. pfahler (eds.),",,"vol. 641,","pages 125-140,"
176,c. e. brodley and p. e. utgoff.,multivariate decision trees.,,"university of massachussets, amherst, massachusetts,",,,1992.,,
177,c. e. brodley and p. e. utgoff.,multivariate decision trees.,,"university of massachusetts, amherst, massachusetts,",,,1992.,,
178,c.e. brodley and p.e. utgoff.,multivariate versus univariate decision trees.,,"department of computer science, university of massachussetts,",,,1992.,,
179,carla e. brodley and paul utgoff.,multivariate decision trees.,,"university of massachusetts, amherst,",,,1992.,,
180,"brodley, c. e. and utgoff, p. e.",multivariate versus univariate decision trees.,,department of computer sciences university of massachussetts.,,,(1992).,,
181,"c.e. brodley and p.e. utgoff,",multivariate versus univariate decision trees.,,"department of computer science, university of massachusetts, amherst, ma.",,,,,
182,"townsend-weber, t., & kibler, d.",instance-based prediction of continuous values.,proceedings of the 1994 aaai workshop on case-based reasoning,"seattle, wa:",aaai.,,(1994).,,(pp. 30-35).
183,"townsend-weber, t., & kibler, d.",instance-based prediction of continuous values.,working notes of the aaai94 workshop on case-based reasoning,"seattle, wa:",aaai press.,,(1994).,,(pp. 30-35).
184,"townsend-weber, t., & kibler, d.",instance-based prediction of continuous values.,case-based reasoning: papers from the 1994 workshop,"menlo park, ca:",aaai press.,"in d. w. aha (ed.),",(1994).,,
185,"callan, j. p., & utgoff, p. e.",constructive induction on domain knowl edge.,proceedings of the ninth national conference on artificial intelligence,"anaheim, ca:",mit press.,,(1991).,,pp .614-619).
186,j. p. callan and p.e. utgoff.,constructive induction on domain knowledge.,"in proceedings of the ninth national conference on artificial intelligence,",,,,1991.,,"pages 614-619,"
187,"s. e. fahlman,","""faster-learning variations on back-propagation: an empirical study,""","proc. of the 1988 connectionist models summer school,","san mateo, ca:","morgan kauffman,","d. touretzky, g. hinton and t. sejnowski, eds.,",,,"pp. 38-51,"
188,"fahlman, s.",faster-learning variations on backpropagation: an empirical study.,proc. of the connectionist model summer school.,"san mateo, ca.","morgan kaufmann,","in touretzky, d. , hinton, g. , and sejnowski, t. , (eds.),",,,
189,"fahlman, s. e.",faster-learning variations on back-propagation.,t.,,,"in g. e. hinton,",,,
190,"fahlman, s. e.",faster-learning variations on back-propagation: an empirical study.,"proceedings of the 1988 connectionist models summer school,","san mateo, california.","morgan kaufmann,","in touretzky, d. s., hinton, g., & sejnowski, t. (eds.),",,,pp. 38-51.
191,"fahlman, s.e.",faster learning variations on backpropagation: an empirical study.,in proc. 1988 connectionist models summer school.,"san mateo, ca:",morgan kauffman,,,,
192,"fahlman, s.e.","`fast-learning variations on back-propagation: an empirical study',","proc. 1988 connectionist models summer school,","san mateo, ca:","morgan kaufmann,","touretzky, d., hinton, g., sejnowski, t. (eds.),",,,38-51.
193,"fahlman, s.e.",fast-learning variations on backpropagation: an empirical study.,proceedings of the 1988 connectionist models summer school.,,morgan kaufmann.,,,,pp. 38-51.
194,"fahlman, s.e.",fast-learning variations on back-propagation: an empirical study.,"proceedings of the 1988 connectionist models summer school,",san mateo).,"(morgan kaufman,","in d. touretzky, g. hinton & t. sejnowski, eds.",,,38-51
195,"fahlman, s.e.",fast-learning variations on back-propagation: an empirical study.,"proceedings of the 1988 connectionist models summer school,","pittsburgh, pa,","(morgan kaufman, san mateo).","in d. touretzky, g. hinton & t. sejnowski, eds.",,,38-51
196,"fahlman, s.e.",fast-learning variations on back-propagation: an empirical study.,"proceedings of the 1988 connectionist models summer school,","pittsburgh, pa,","(morgan kaufman,  san mateo).","in d. touretzky, g. hinton & t. sejnowski, eds.",,,38-1
197,s. fahlman.,faster learning variations on back-propagation: an empirical study.,"in procs.  of the 1988 connectionist models summer school,","pittsburgh, pa,",,,,,"pages 38-51,"
198,s.e. fahlman.,fast-learning variations on back-propagation: an empirical study.,"proceedings of the 1988 connectionist models summer school,","san mateo, 1989.",morgan kaufmann.,"in d. touret-zky, g. hinton, and t. sejnowski, editors,",,,"pages 38-51,"
199,s. e. fahlman.,faster-learning variations on back-propagation: an empirical study.,in proceedings of the 1988 connectionists models summer school.,,"morgan kauffman inc.,",,,,
200,scott e. fahlman.,faster learning variations on back-propagation: an empirical study.,,"carnegie mellon university, school of computer science,",,,,,
201,"fahlman, s.",e . faster-learning variations of backpropagation : an empirical study.,"proceedings of the 1988 connectionist models summer school,","san mateo, ca:",morgan kaufmann,"in d. touretzky, g. e. hinton, and t. j sejnowski (eds),",,,"38-51,"
202,"fahlman, s. e.",fast-learning variations on back-propagation: an empirical study.,"proceedings of the 1988 connectionist models summer school,","san mateo, ca.","mor-gan kaufmann,","in touretzky, d., hinton, g., and sejnowski, t., editors,",,,"pages 38-51,"
203,"fahlman, s. e.",(1988) faster-learning variations on back-propagation: an empiri cal study.,"proceedings of 1988 connectionist models summer school,","san mateo, ca,","morgan kaufmann,","touretzky, d., hinton, g and sejnowski t. (eds.)",,,pp. 38-51.
204,s e fahlman.,faster-learning variations on back-propagation: an empirical study.,"proceedings of the 1988 connectionist models summer school,",,"morgan kaufman,","in d touretzky, g e hinton, and t j sejnowski, editors,",,,pages 38-51.
205,s.e. fahlman.,faster-learning variations on backpropagation : an empirical study. in t.j.,in 1988 connectionist models summer school.,,"morgan kauf-mann,","sejnowski, g.e. hinton, and d.s. touretzky, editors,",,,
206,"fahlman, s. e.",faster-learning variations of backpropagation : an empirical study.,"proceedings of the 1988 connectionist models summer school,","san mateo, ca:","morgan kaufmann publishers , 38-51,","in d. touretzky, g. e. hinton, and t. j sejnowski (eds),",,,
207,"s. fahlmann,","faster-learning variations on backpropagation: an empirical study,","proceedings of the 1988 connectionist models summer school,",,,,,,"pp 38-51,"
208,"s.e. fahlman,","""faster-learning variations on backpropagation : an empirical study,""","in  1988 connectionist models summer school,",,"mor-gan kaufmann,","t.j. sejnowski, g.e. hinton, and d.s. touretzky, eds.",,,
209,"fahlman, s.","""faster-learning variations on back-propagation: an empirical study"". in:","proc. of the 1988 connectionist models summer school,",,"morgan kaufmann,",,,,
210,s.e. fahlman.,faster-learning variations on back-propagation: an empirical study.,"in proceedings of the 1988 connectionist models summer school,",,,,,,
211,"scott e. fahlman,","""faster-learning variations on back-propagation: an empirical study"",","in proceedings of the 1988 connectionist models summer school, pitts-burg (1988),",,morgan kaufmann.,,,,"38-51,"
212,s. fahlman.,faster-learning variations on backpropagation: an empirical study.,"proceedings of the 1988 connectionist models summer school,",,"morgan-kauffman,","in d. touretzky, g. hinton, and t. sejnowsky, editors,",,,pages 38-51.
213,s. fahlman.,faster-learning variations on back-propagation: an empirical study.,"in connectionist models summer school,","carnegie mellon,",,,,,
214,"s. e. fahlman,","faster-learning variations on back-propagation: an empirical study,","in proceedings of the 1988 connectionist models summer school,",,"morgan kaufmann,",,,,
215,"s. e. fahlman,","faster-learning variations on backpropagation: an empirical study,","in proceedings of the 1988 connectionist models summer school,","san mateo, ca:","morgan kaufmann,","d. s. touretzky, g. e. hinton, and t. j. sejnowski,eds.",,,pp. 38-51.
216,s. e. fahlman.,fast-learning variations on back-propagation: an empirical study.,"connectionist models summer school: 1988 proceedings,","san mateo, ca,",morgan kaufmann.,"in d. s. touretzky, g. e. hinton, and sejnowski, editors,",,,"pages 38-51,"
217,s. e.,"fahlman (1988): faster-learning variations on back-propagation: an empirical study,","in proceedings of the 1988 connectionist summer school,",,morgan kauf-mann.,,,,
218,s. e.,"fahlman (1988): faster-learning variations on backpropagation: an empirical study,","in proceedings of the 1988 connectionist models summer school,",,morgan kauf-mann.,,,,
219,"fahlman, s.e.","fast learning variations on backpropagation: an empirical study,","in proceedings of the 1988 connectionist models summer school,",san mateo:,morgan kauffmann.,"eds. d.s. touretzky, g. hinton and t.",,,"pp. 38-51,"
220,"scott fahlman,","""faster-learning variations on back propagation: an empirical study,""",in proceedings of the 1988 connectionist models summer school.,,"morgan kaufmann,",,,,
221,j. r.,"quinlan (1993) ""combining instance-based and model-based learning"",",proc. ml'93,san mateo:,morgan kaufmann.,"(ed p.e. utgoff),",,,
222,"quinlan, j. r.",combining instance-based and model-based learning.,proc. int. conf. on mach. learn.,"san francisco, ca.",morgan kaufmann.,"in utgoff, p. e. (ed.),",(1993b).,,
223,quinlan j. r.,combining instance-based and model-based learning.,"proceedings of the machine learning conference '93,","san mateo, ca,",morgan kaufmann.,"in p. e. utgoff, editor,",1993.,,
224,john ross quinlan.,combining instance-based and model-based learning.,"in ml-93 ,",,,editor: paul e. utgoff.,,,pages 236-243.
225,"quinlan, j. r.",combining instance-based and model-based learn-ing.,"proceedings of the 10th international conference on machine learning,",san mateo.,morgan kaufmann.,"in utgoff, p. e., editor,",(1993b).,,
226,"quinlan, j. r.",combining instance-based and model-based learning.,"proceedings of the 10th international conference on machine learning,",san mateo.,morgan kaufmann.,"in utgoff, p. e., editor,",(1993b).,,
227,"s.e. fahlman,","an empirical study of learning speed in backpropagation networks,",,carnegie mellon university,,,,,
